"","workerid","class","predicate","slide_number","response","language"
"5202",173,"value","pleasant",14,1,"English"
"5203",173,"color","blue",15,0,"English"
"5204",173,"X","mixed",16,0,"English"
"5205",173,"age","old-time",17,0.81,"English"
"5206",173,"speed","speedy",18,0.9,"English"
"5207",173,"human","entrepreneurial",19,0.53,"English"
"5208",173,"physical","frozen",20,0,"English"
"5209",173,"value","strange",21,1,"English"
"5210",173,"location","internal",22,0,"English"
"5211",173,"human","civilized",23,1,"English"
"5212",173,"X","designated",24,0,"English"
"5213",173,"human","sad",25,0.81,"English"
"5214",173,"value","prestigious",26,1,"English"
"5215",173,"dimension","large",27,0.79,"English"
"5216",173,"temporal","current",28,0,"English"
"5217",173,"temporal","historical",29,0,"English"
"5218",173,"nationality","Japanese",30,0,"English"
"5219",173,"nationality","Hispanic",31,0,"English"
"5220",173,"physical","curly",32,0.4,"English"
"5221",174,"color","blonde",3,0.49,"english"
"5222",174,"temporal","everyday",4,0,"english"
"5223",174,"nationality","Vietnamese",5,0.65,"english"
"5224",174,"value","strange",6,0.44,"english"
"5225",174,"color","purple",7,0.03,"english"
"5226",174,"human","strict",8,0.97,"english"
"5227",174,"X","different",9,0.51,"english"
"5228",174,"dimension","long",10,0.97,"english"
"5229",174,"shape","square",11,0.03,"english"
"5230",174,"physical","spicy",12,0.76,"english"
"5231",174,"location","internal",13,0.94,"english"
"5232",174,"X","designated",14,0.06,"english"
"5233",174,"color","white",15,0.03,"english"
"5234",174,"physical","frozen",16,0,"english"
"5235",174,"nationality","Japanese",17,0,"english"
"5236",174,"age","new",18,0.97,"english"
"5237",174,"physical","curly",19,0,"english"
"5238",174,"age","junior",20,0.93,"english"
"5239",174,"temporal","historical",21,0.03,"english"
"5240",174,"material","wooden",22,0.11,"english"
"5241",174,"nationality","national",23,0.06,"english"
"5242",174,"location","closest",24,0.61,"english"
"5243",174,"dimension","mini",25,0.85,"english"
"5244",174,"nationality","Brazilian",26,0.02,"english"
"5245",174,"human","sad",27,0.95,"english"
"5246",174,"material","crocheted",28,0.06,"english"
"5247",174,"dimension","thick",29,0.87,"english"
"5248",174,"X","last",30,0.04,"english"
"5249",174,"human","professional",31,0.68,"english"
"5250",174,"value","favorite",32,0.96,"english"
"5251",175,"nationality","Vietnamese",3,0,"English"
"5252",175,"speed","slow",4,0.84,"English"
"5253",175,"human","civilized",5,1,"English"
"5254",175,"dimension","thin",6,0.28,"English"
"5255",175,"human","strict",7,0.55,"English"
"5256",175,"human","selfish",8,0.79,"English"
"5257",175,"value","pleasant",9,0.94,"English"
"5258",175,"X","token",10,0.64,"English"
"5259",175,"dimension","mini",11,0.66,"English"
"5260",175,"value","prestigious",12,0.6,"English"
"5261",175,"dimension","thick",13,0.59,"English"
"5262",175,"nationality","English",14,0,"English"
"5263",175,"color","blonde",15,0.06,"English"
"5264",175,"human","sad",16,0.67,"English"
"5265",175,"physical","frozen",17,0.22,"English"
"5266",175,"speed","fast",18,0.59,"English"
"5267",175,"human","professional",19,1,"English"
"5268",175,"age","old",20,0.61,"English"
"5269",175,"nationality","European",21,0,"English"
"5270",175,"physical","smooth",22,0.42,"English"
"5271",175,"age","young",23,0.55,"English"
"5272",175,"age","senior",24,0.65,"English"
"5273",175,"dimension","large",25,0.55,"English"
"5274",175,"X","last",26,0.12,"English"
"5275",175,"temporal","current",27,0.12,"English"
"5276",175,"material","wooden",28,0,"English"
"5277",175,"physical","spicy",29,0.65,"English"
"5278",175,"dimension","narrow",30,0.58,"English"
"5279",175,"nationality","Japanese",31,0,"English"
"5280",175,"shape","square",32,0,"English"
"5281",176,"nationality","national",3,0.27,"english "
"5282",176,"X","unique",4,0.85,"english "
"5283",176,"human","playful",5,0.83,"english "
"5284",176,"speed","slow",6,0.82,"english "
"5285",176,"physical","smooth",7,0.72,"english "
"5286",176,"dimension","large",8,0.71,"english "
"5287",176,"X","last",9,0.21,"english "
"5288",176,"temporal","everyday",10,0.15,"english "
"5289",176,"value","strange",11,0.29,"english "
"5290",176,"material","corduroy",12,0.21,"english "
"5291",176,"value","prestigious",13,0.7,"english "
"5292",176,"age","old",14,0.53,"english "
"5293",176,"material","crocheted",15,0.17,"english "
"5294",176,"age","new",16,0.72,"english "
"5295",176,"value","plain",17,0.65,"english "
"5296",176,"nationality","Vietnamese",18,0.14,"english "
"5297",176,"material","wooden",19,0.2,"english "
"5298",176,"nationality","Brazilian",20,0.18,"english "
"5299",176,"temporal","historical",21,0.24,"english "
"5300",176,"dimension","open",22,0.68,"english "
"5301",176,"shape","square",23,0.28,"english "
"5302",176,"dimension","mini",24,0.25,"english "
"5303",176,"human","professional",25,0.15,"english "
"5304",176,"human","civilized",26,0.24,"english "
"5305",176,"physical","sweet",27,0.82,"english "
"5306",176,"human","entrepreneurial",28,0.82,"english "
"5307",176,"X","different",29,0.79,"english "
"5308",176,"dimension","biggest",30,0.79,"english "
"5309",176,"color","green",31,0.51,"english "
"5310",176,"X","individual",32,0.25,"english "
"5311",177,"age","young",3,0.83,"English"
"5312",177,"physical","lacy",4,0.57,"English"
"5313",177,"physical","smooth",5,0.7,"English"
"5314",177,"human","entrepreneurial",6,0.43,"English"
"5315",177,"dimension","long",7,0.67,"English"
"5316",177,"human","creative",8,0.5,"English"
"5317",177,"shape","square",9,0.66,"English"
"5318",177,"nationality","Vietnamese",10,0.4,"English"
"5319",177,"location","internal",11,0.58,"English"
"5320",177,"nationality","Japanese",12,0.79,"English"
"5321",177,"temporal","everyday",13,0.33,"English"
"5322",177,"X","different",14,0.4,"English"
"5323",177,"color","yellow",15,0.59,"English"
"5324",177,"value","exciting",16,0.26,"English"
"5325",177,"value","plain",17,0.77,"English"
"5326",177,"dimension","biggest",18,0.57,"English"
"5327",177,"X","last",19,0.76,"English"
"5328",177,"physical","curly",20,0.78,"English"
"5329",177,"dimension","large",21,0.29,"English"
"5330",177,"X","potential",22,0.51,"English"
"5331",177,"value","favorite",23,0.59,"English"
"5332",177,"value","lavish",24,0.41,"English"
"5333",177,"material","gold",25,0.82,"English"
"5334",177,"dimension","mini",26,0.6,"English"
"5335",177,"temporal","current",27,0.44,"English"
"5336",177,"nationality","Brazilian",28,0.98,"English"
"5337",177,"physical","frozen",29,0.64,"English"
"5338",177,"human","sad",30,0.4,"English"
"5339",177,"physical","creamy",31,0.54,"English"
"5340",177,"speed","fast",32,0.28,"English"
"5341",178,"shape","circular",3,0.35,"english"
"5342",178,"color","white",4,0.46,"english"
"5343",178,"nationality","Brazilian",5,0.54,"english"
"5344",178,"value","exciting",6,0.41,"english"
"5345",178,"nationality","Vietnamese",7,0.57,"english"
"5346",178,"speed","speedy",8,0.5,"english"
"5347",178,"nationality","European",9,0.7,"english"
"5348",178,"value","best",10,0.46,"english"
"5349",178,"value","prestigious",11,0.6,"english"
"5350",178,"physical","creamy",12,0.4,"english"
"5351",178,"physical","solid",13,0.62,"english"
"5352",178,"value","plain",14,0.77,"english"
"5353",178,"age","young",15,0.69,"english"
"5354",178,"X","potential",16,0.02,"english"
"5355",178,"X","token",17,0.89,"english"
"5356",178,"X","designated",18,0.22,"english"
"5357",178,"dimension","thin",19,0.77,"english"
"5358",178,"temporal","current",20,0.34,"english"
"5359",178,"location","overhead",21,0.32,"english"
"5360",178,"X","mixed",22,0.91,"english"
"5361",178,"X","unique",23,0.64,"english"
"5362",178,"material","gold",24,0.54,"english"
"5363",178,"X","last",25,0.49,"english"
"5364",178,"color","red",26,0.63,"english"
"5365",178,"dimension","biggest",27,0.94,"english"
"5366",178,"human","civilized",28,0.5,"english"
"5367",178,"material","corduroy",29,0.09,"english"
"5368",178,"color","yellow",30,0.59,"english"
"5369",178,"color","purple",31,0.73,"english"
"5370",178,"physical","smooth",32,0.43,"english"
"5371",179,"nationality","Brazilian",3,0.82,"English"
"5372",179,"X","designated",4,0.23,"English"
"5373",179,"shape","circular",5,0.98,"English"
"5374",179,"X","unique",6,1,"English"
"5375",179,"color","red",7,0.12,"English"
"5376",179,"human","playful",8,0.86,"English"
"5377",179,"location","internal",9,0.03,"English"
"5378",179,"physical","smooth",10,0.07,"English"
"5379",179,"value","favorite",11,1,"English"
"5380",179,"temporal","daily",12,0.06,"English"
"5381",179,"age","new",13,0.71,"English"
"5382",179,"color","white",14,0.07,"English"
"5383",179,"value","exciting",15,1,"English"
"5384",179,"human","entrepreneurial",16,0.39,"English"
"5385",179,"X","potential",17,0.74,"English"
"5386",179,"physical","creamy",18,0.11,"English"
"5387",179,"human","professional",19,0.72,"English"
"5388",179,"nationality","national",20,0.44,"English"
"5389",179,"value","plain",21,0.74,"English"
"5390",179,"human","sad",22,0.87,"English"
"5391",179,"human","selfish",23,0.98,"English"
"5392",179,"X","different",24,1,"English"
"5393",179,"value","best",25,1,"English"
"5394",179,"dimension","long",26,0.08,"English"
"5395",179,"age","old",27,0.65,"English"
"5396",179,"temporal","current",28,0.48,"English"
"5397",179,"color","black",29,0.06,"English"
"5398",179,"age","old-time",30,0.57,"English"
"5399",179,"material","crocheted",31,0.01,"English"
"5400",179,"color","purple",32,0,"English"
"5401",180,"human","sad",3,0.54,"english"
"5402",180,"temporal","daily",4,0,"english"
"5403",180,"nationality","international",5,0.19,"english"
"5404",180,"dimension","biggest",6,0.78,"english"
"5405",180,"age","junior",7,0,"english"
"5406",180,"X","last",8,0.34,"english"
"5407",180,"location","internal",9,0,"english"
"5408",180,"physical","smooth",10,0.3,"english"
"5409",180,"speed","speedy",11,0.19,"english"
"5410",180,"location","closest",12,0.25,"english"
"5411",180,"color","green",13,0,"english"
"5412",180,"value","prestigious",14,0.76,"english"
"5413",180,"age","old-time",15,0.5,"english"
"5414",180,"human","strict",16,0.55,"english"
"5415",180,"nationality","English",17,0,"english"
"5416",180,"dimension","thick",18,0.64,"english"
"5417",180,"nationality","Hispanic",19,0,"english"
"5418",180,"speed","fast",20,0.5,"english"
"5419",180,"nationality","Japanese",21,0,"english"
"5420",180,"dimension","open",22,0.28,"english"
"5421",180,"nationality","European",23,0.21,"english"
"5422",180,"value","lavish",24,0.6,"english"
"5423",180,"value","best",25,0.82,"english"
"5424",180,"material","corduroy",26,0.1,"english"
"5425",180,"age","old",27,0.34,"english"
"5426",180,"human","professional",28,0.58,"english"
"5427",180,"color","blonde",29,0,"english"
"5428",180,"human","creative",30,1,"english"
"5429",180,"physical","creamy",31,0.46,"english"
"5430",180,"X","designated",32,0,"english"
"5431",181,"location","internal",3,0.69,"english"
"5432",181,"value","pleasant",4,0.93,"english"
"5433",181,"age","old-time",5,0.65,"english"
"5434",181,"nationality","national",6,0.48,"english"
"5435",181,"dimension","biggest",7,0.81,"english"
"5436",181,"material","gold",8,0.34,"english"
"5437",181,"human","creative",9,0.92,"english"
"5438",181,"physical","solid",10,0.25,"english"
"5439",181,"physical","creamy",11,0.45,"english"
"5440",181,"nationality","Japanese",12,0.12,"english"
"5441",181,"nationality","Brazilian",13,0.16,"english"
"5442",181,"X","unique",14,0.99,"english"
"5443",181,"speed","speedy",15,0.64,"english"
"5444",181,"speed","fast",16,0.81,"english"
"5445",181,"value","favorite",17,0.97,"english"
"5446",181,"human","playful",18,0.65,"english"
"5447",181,"color","blonde",19,0.33,"english"
"5448",181,"physical","lacy",20,0.37,"english"
"5449",181,"physical","sweet",21,0.76,"english"
"5450",181,"value","exciting",22,0.95,"english"
"5451",181,"human","selfish",23,0.55,"english"
"5452",181,"location","overhead",24,0.35,"english"
"5453",181,"human","sad",25,0.78,"english"
"5454",181,"temporal","current",26,0.23,"english"
"5455",181,"X","designated",27,0.1,"english"
"5456",181,"age","young",28,0.47,"english"
"5457",181,"dimension","thick",29,0.63,"english"
"5458",181,"X","mixed",30,0.46,"english"
"5459",181,"value","lavish",31,0.78,"english"
"5460",181,"color","blue",32,0.12,"english"
"5461",182,"nationality","Japanese",3,0.04,"English"
"5462",182,"dimension","narrow",4,0.51,"English"
"5463",182,"speed","fast",5,0.28,"English"
"5464",182,"physical","sweet",6,0.4,"English"
"5465",182,"human","entrepreneurial",7,0.18,"English"
"5466",182,"value","strange",8,0.96,"English"
"5467",182,"physical","solid",9,0.12,"English"
"5468",182,"human","creative",10,0.77,"English"
"5469",182,"color","black",11,0.09,"English"
"5470",182,"X","designated",12,0.1,"English"
"5471",182,"value","plain",13,0.56,"English"
"5472",182,"speed","speedy",14,0.38,"English"
"5473",182,"dimension","biggest",15,0.65,"English"
"5474",182,"color","red",16,0.08,"English"
"5475",182,"speed","slow",17,0.31,"English"
"5476",182,"nationality","Brazilian",18,0,"English"
"5477",182,"color","green",19,0.08,"English"
"5478",182,"material","corduroy",20,0.08,"English"
"5479",182,"value","best",21,0.85,"English"
"5480",182,"nationality","international",22,0.13,"English"
"5481",182,"X","potential",23,0.79,"English"
"5482",182,"color","white",24,0.07,"English"
"5483",182,"shape","square",25,0.06,"English"
"5484",182,"human","sad",26,0.49,"English"
"5485",182,"physical","spicy",27,0.56,"English"
"5486",182,"X","token",28,0.44,"English"
"5487",182,"physical","frozen",29,0.21,"English"
"5488",182,"X","unique",30,0.87,"English"
"5489",182,"dimension","large",31,0.84,"English"
"5490",182,"value","favorite",32,0.99,"English"
"5491",183,"physical","spicy",3,0.87,"English"
"5492",183,"X","last",4,0.13,"English"
"5493",183,"color","red",5,0.13,"English"
"5494",183,"color","yellow",6,0.12,"English"
"5495",183,"color","blue",7,0.1,"English"
"5496",183,"dimension","mini",8,0.56,"English"
"5497",183,"human","selfish",9,0.79,"English"
"5498",183,"X","designated",10,0.48,"English"
"5499",183,"shape","square",11,0.07,"English"
"5500",183,"shape","circular",12,0.08,"English"
"5501",183,"temporal","everyday",13,0.12,"English"
"5502",183,"human","playful",14,0.64,"English"
"5503",183,"location","overhead",15,0.39,"English"
"5504",183,"temporal","historical",16,0.23,"English"
"5505",183,"nationality","Brazilian",17,0.24,"English"
"5506",183,"color","purple",18,0.03,"English"
"5507",183,"age","young",19,0.61,"English"
"5508",183,"human","entrepreneurial",20,0.38,"English"
"5509",183,"physical","solid",21,0.47,"English"
"5510",183,"value","strange",22,0.8,"English"
"5511",183,"speed","slow",23,0.69,"English"
"5512",183,"physical","smooth",24,0.74,"English"
"5513",183,"age","new",25,0.45,"English"
"5514",183,"physical","frozen",26,0.39,"English"
"5515",183,"age","old-time",27,0.64,"English"
"5516",183,"X","different",28,0.73,"English"
"5517",183,"value","pleasant",29,0.72,"English"
"5518",183,"material","wooden",30,0.23,"English"
"5519",183,"physical","lacy",31,0.13,"English"
"5520",183,"color","white",32,0,"English"
"5521",184,"human","sad",3,0.62,"English"
"5522",184,"X","different",4,0.06,"English"
"5523",184,"X","mixed",5,0.49,"English"
"5524",184,"location","internal",6,0.12,"English"
"5525",184,"X","designated",7,0.1,"English"
"5526",184,"value","strange",8,0.86,"English"
"5527",184,"color","red",9,0,"English"
"5528",184,"age","young",10,0.72,"English"
"5529",184,"nationality","national",11,0.3,"English"
"5530",184,"material","corduroy",12,0,"English"
"5531",184,"physical","lacy",13,0.23,"English"
"5532",184,"nationality","Brazilian",14,0,"English"
"5533",184,"human","playful",15,0.5,"English"
"5534",184,"physical","solid",16,0.34,"English"
"5535",184,"color","blue",17,0.14,"English"
"5536",184,"physical","sweet",18,0.68,"English"
"5537",184,"physical","frozen",19,0.06,"English"
"5538",184,"material","gold",20,0.07,"English"
"5539",184,"shape","circular",21,0.21,"English"
"5540",184,"human","civilized",22,0.57,"English"
"5541",184,"value","pleasant",23,0.67,"English"
"5542",184,"nationality","Vietnamese",24,0,"English"
"5543",184,"value","exciting",25,0.47,"English"
